Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
gap_score2;smith_waterman.c;12;2.0877480506896973;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.8454360961914062;0-6;Single bit-flip;1
j2;smith_waterman.c;177;1.3883488178253174;0-6;Single bit-flip;1
j2;smith_waterman.c;177;2.7692267894744873;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.350400447845459;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.2427728176116943;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.243079662322998;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;3.2749438285827637;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;3.3028204441070557;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.5431098937988281;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;4.276008605957031;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.121828317642212;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.3963017463684082;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;0.9258935451507568;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.8780460357666016;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.5754461288452148;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.623891830444336;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.36409854888916;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.6600382328033447;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;3.299102306365967;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.5218467712402344;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.6699192523956299;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.100839138031006;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.762929916381836;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.6504664421081543;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;4.429971933364868;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.0331475734710693;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.4359776973724365;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.976693868637085;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;4.070168733596802;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;0.4999847412109375;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.7834365367889404;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.678391695022583;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.593324661254883;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;2.2093982696533203;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.154958486557007;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.797093629837036;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.8831171989440918;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.4271519184112549;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;0.7799339294433594;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.139425754547119;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;0.6369566917419434;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;0.8076460361480713;0-6;Single bit-flip;1
j2;smith_waterman.c;177;1.888533353805542;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.1859519481658936;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;3.3827197551727295;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.842902421951294;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.9883785247802734;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.0462062358856201;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;0.8735182285308838;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.8665080070495605;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.740126609802246;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;1.2865092754364014;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;4.789459705352783;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.4243829250335693;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;0.6274769306182861;0-6;Single bit-flip;1
j2;smith_waterman.c;177;0.7913975715637207;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.9954066276550293;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.7398767471313477;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;5.047841787338257;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.3661999702453613;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.920884370803833;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.5243449211120605;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;0.6966242790222168;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;2.941438674926758;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.1297061443328857;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.2052245140075684;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.1951441764831543;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;3.3981661796569824;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.1363468170166016;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.171780586242676;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.0129711627960205;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.2380077838897705;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.8825395107269287;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.960982322692871;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.380547285079956;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.5215675830841064;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.386983633041382;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.608985424041748;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.1850497722625732;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;4.727194547653198;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.6245203018188477;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;2.8252410888671875;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;4.18381667137146;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.1812708377838135;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.5294759273529053;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.7614567279815674;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.470337390899658;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.0867302417755127;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;0.7703630924224854;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.331451177597046;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;0.5578696727752686;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.7423765659332275;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.9495434761047363;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.23394775390625;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;3.8615174293518066;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.9139931201934814;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;1.1366667747497559;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.5822868347167969;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.827476739883423;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.7900352478027344;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.7197587490081787;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;2.69709849357605;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.0400266647338867;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;4.887007474899292;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.4846880435943604;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.8336045742034912;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.4636497497558594;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.517449140548706;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.3204345703125;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.6706371307373047;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.258490800857544;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;3.399397850036621;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;0.40432286262512207;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.430347204208374;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;0.8528087139129639;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;0.7382514476776123;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.3965868949890137;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;3.42582631111145;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;3.7143256664276123;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.658583402633667;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.698988437652588;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;3.4377870559692383;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;3.147629737854004;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.565584897994995;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;4.045906066894531;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;2.04176664352417;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;4.671888113021851;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.769974708557129;0-6;Single bit-flip;1
j2;smith_waterman.c;177;1.5396814346313477;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.4796037673950195;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.510587215423584;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.4345579147338867;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.381889820098877;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.374446153640747;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.7733628749847412;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.4286701679229736;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;3.4503092765808105;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.6138997077941895;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.9198486804962158;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;0.5695712566375732;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;3.723449230194092;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.7693843841552734;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.8760855197906494;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.405412197113037;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.6617634296417236;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.5349926948547363;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.3828940391540527;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.9235873222351074;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.8647315502166748;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;3.390998601913452;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.8213417530059814;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.6816494464874268;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.9446144104003906;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.1954660415649414;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.4016759395599365;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;0.6234285831451416;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;3.287799596786499;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.3703668117523193;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;0.990067720413208;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;0.4383382797241211;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;3.813180685043335;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;1.3867199420928955;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;4.284856557846069;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;0.7192301750183105;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.4933853149414062;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;3.6629467010498047;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.0096681118011475;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;0.874692440032959;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.3029303550720215;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.2892298698425293;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.1864309310913086;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.0922400951385498;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;5.288112640380859;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;5.002532958984375;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.02675199508667;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;1.5802316665649414;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;3.097780704498291;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;0.997706413269043;0-6;Single bit-flip;1
i2;smith_waterman.c;168;4.097714424133301;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.564220666885376;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.400649070739746;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.6613893508911133;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;0.7329556941986084;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.0604562759399414;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.538968086242676;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.189044713973999;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;3.699157953262329;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.1643691062927246;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.3246104717254639;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.2027289867401123;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.2375850677490234;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;1.1652023792266846;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.6620118618011475;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.607421636581421;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.226771116256714;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;4.044884443283081;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;0.9779703617095947;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.4612905979156494;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.6612532138824463;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;4.0830652713775635;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;0.8387148380279541;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;0.4606926441192627;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.9681026935577393;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;1.1454389095306396;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;1.3559067249298096;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.5665810108184814;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.2883265018463135;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.7964706420898438;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.9779629707336426;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.304049253463745;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.327674388885498;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;0.8366653919219971;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.5658838748931885;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.1292946338653564;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;0.7106294631958008;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;0.978886604309082;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.5617496967315674;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;2.330002784729004;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.7014837265014648;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;3.019315242767334;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;0.7666988372802734;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.2646925449371338;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;3.7458128929138184;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;4.592575788497925;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.5904796123504639;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.511415958404541;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.5918409824371338;0-6;Single bit-flip;1
j;smith_waterman.c;177;3.619478702545166;0-6;Single bit-flip;1
i2;smith_waterman.c;168;1.1179730892181396;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.8390262126922607;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;1.3908977508544922;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.1450986862182617;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.7829508781433105;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;0.942023754119873;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.4164888858795166;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.535648822784424;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;3.5986251831054688;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.445326805114746;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.2482798099517822;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.1563100814819336;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.1456503868103027;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.14958119392395;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;4.075546979904175;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;1.54640531539917;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.645644426345825;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.2289958000183105;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.0035908222198486;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.9510061740875244;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.0010631084442139;0-6;Single bit-flip;1
j;smith_waterman.c;177;5.646465301513672;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;0.8426542282104492;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;0.9381706714630127;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;2.8808069229125977;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.517155408859253;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;3.8283517360687256;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.3383383750915527;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;2.427906036376953;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;3.183537244796753;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.4575085639953613;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.0572586059570312;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.8105151653289795;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;3.534147024154663;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.968579053878784;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.6022491455078125;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.6235802173614502;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;5.990109920501709;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.1191363334655762;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;3.135211944580078;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;3.133283853530884;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;0.4412555694580078;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;0.9850869178771973;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;3.816218614578247;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;4.010330438613892;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.1896286010742188;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;4.774270534515381;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.4263417720794678;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.9419810771942139;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;3.3662989139556885;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;2.927501678466797;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.3146567344665527;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.3314828872680664;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.047734498977661;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.6414387226104736;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;3.9211618900299072;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.2812507152557373;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.051271915435791;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.6996665000915527;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.5776021480560303;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;3.147233009338379;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.5433590412139893;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.299131155014038;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.0030124187469482;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.7756872177124023;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.9641518592834473;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;3.9409968852996826;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;5.841284513473511;0-6;Single bit-flip;1
i;smith_waterman.c;168;3.05194091796875;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.634945869445801;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.6818268299102783;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.69954252243042;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.5927014350891113;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.9432995319366455;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;0.6128506660461426;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;4.067364931106567;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.029200792312622;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.9286859035491943;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.0931715965270996;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.6735725402832031;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.505357265472412;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;2.5345778465270996;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.7977049350738525;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.8833649158477783;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;5.464649200439453;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.5003228187561035;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;5.498335599899292;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;3.5611062049865723;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;2.228942394256592;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.6947364807128906;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;4.917470932006836;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.306671380996704;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;2.157085657119751;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;3.31459379196167;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;2.494049549102783;0-6;Single bit-flip;1
i2;smith_waterman.c;168;2.48671817779541;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.9200739860534668;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.0429646968841553;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;5.450785875320435;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.6070635318756104;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;1.0736775398254395;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.7062089443206787;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;0.9986498355865479;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;2.6115097999572754;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.6772925853729248;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.2437019348144531;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.399005889892578;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;0.4075765609741211;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.5293900966644287;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;0.8456041812896729;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;1.3345375061035156;0-6;Single bit-flip;1
i;smith_waterman.c;168;0.9826662540435791;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;3.6581473350524902;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;2.6219332218170166;0-6;Single bit-flip;1
j2;smith_waterman.c;177;2.3387460708618164;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;1.9100940227508545;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.935469627380371;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;1.0860729217529297;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.9921724796295166;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.080604076385498;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.751880645751953;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;4.156907081604004;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;2.5069775581359863;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.4369168281555176;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.0595951080322266;0-6;Single bit-flip;1
