Variable Name;Variable File;Variable Line;Fault Injection Time(s);Injection Time Interval;Fault Model;Detected
mismatch_score2;smith_waterman.c;10;4.788457870483398;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.4621734619140625;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.017653226852417;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.7560744285583496;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;0.6123569011688232;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.0757026672363281;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.5427141189575195;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.9320671558380127;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.303609609603882;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;5.548036575317383;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.8695309162139893;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;4.756027698516846;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.3522670269012451;0-6;Double bit-flip;1
i2;smith_waterman.c;168;1.779416561126709;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.2288012504577637;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.341475009918213;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.309237480163574;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.2726213932037354;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.45465540885925293;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.7707090377807617;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.6689510345458984;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.3150577545166016;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;5.25555682182312;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.1793785095214844;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.6203484535217285;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.9851584434509277;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.0100629329681396;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.852771282196045;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;5.785479307174683;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.588606357574463;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.1562578678131104;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.0503735542297363;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.693296194076538;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.6503956317901611;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;5.2363035678863525;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.3576807975769043;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.173978567123413;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.161057472229004;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.417781352996826;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.010430097579956;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.3600642681121826;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.338639259338379;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.3936169147491455;0-6;Double bit-flip;1
i2;smith_waterman.c;168;2.021045446395874;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.469078779220581;0-6;Double bit-flip;1
i;smith_waterman.c;168;1.9967150688171387;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;6.123472452163696;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.8909549713134766;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.1245732307434082;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.449850082397461;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.5577120780944824;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.3418986797332764;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;4.6264731884002686;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.3950212001800537;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.2536847591400146;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.033308744430542;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.5026521682739258;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.6261589527130127;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.3001527786254883;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.0902433395385742;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;4.4848151206970215;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.4724361896514893;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.1496999263763428;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.9324769973754883;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.657195806503296;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.7053210735321045;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.283623218536377;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;4.219702482223511;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.8916032314300537;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.3362064361572266;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.5048439502716064;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.595468521118164;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.5849785804748535;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.773183822631836;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.9066333770751953;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.1228396892547607;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.329667568206787;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.122882604598999;0-6;Double bit-flip;1
i2;smith_waterman.c;168;0.72662353515625;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.9901809692382812;0-6;Double bit-flip;1
j;smith_waterman.c;177;2.037660837173462;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.521123170852661;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.3540515899658203;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.978863477706909;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.221609115600586;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.595714569091797;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.5032312870025635;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.1605162620544434;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.3176977634429932;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;0.978156328201294;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.1216707229614258;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.7160806655883789;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.2683277130126953;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.3305411338806152;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;4.486591577529907;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;4.090818643569946;0-6;Double bit-flip;1
j;smith_waterman.c;177;2.0613486766815186;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;4.720474481582642;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.9871904850006104;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.7344794273376465;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.5606493949890137;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.300581216812134;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.9614109992980957;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.9774665832519531;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.9708755016326904;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.241368532180786;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.0644075870513916;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.3879942893981934;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.995023727416992;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.882387638092041;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.315918445587158;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.9022092819213867;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;3.3530666828155518;0-6;Double bit-flip;1
j2;smith_waterman.c;177;1.9921374320983887;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.717345714569092;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.4545750617980957;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.5238823890686035;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;5.765376806259155;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;0.9021008014678955;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.5306758880615234;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.8892526626586914;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.891340494155884;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.994957685470581;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.2523419857025146;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.605578899383545;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.0300207138061523;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.0993177890777588;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.7622694969177246;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;4.982790946960449;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.4387321472167969;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.29972505569458;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.212021589279175;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.194997787475586;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.8756661415100098;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.3291409015655518;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.370143413543701;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.370173931121826;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.9685792922973633;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.6810426712036133;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.499595880508423;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.4460372924804688;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;3.0490808486938477;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.0325098037719727;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.2523777484893799;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.2816135883331299;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.4085383415222168;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.7218043804168701;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;4.503857612609863;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.1504147052764893;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.9269483089447021;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;0.9362280368804932;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;2.51070499420166;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.0214452743530273;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;0.5772159099578857;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.553225517272949;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.6972160339355469;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.91672682762146;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;5.115572690963745;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.2695722579956055;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.7900338172912598;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.569533109664917;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.9542548656463623;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.4615826606750488;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.201901912689209;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.153926372528076;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.028287410736084;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.4009692668914795;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.2342653274536133;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.7831451892852783;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.377157688140869;0-6;Double bit-flip;1
j2;smith_waterman.c;177;3.7863149642944336;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;0.607388973236084;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.9476876258850098;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.2357409000396729;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.8431634902954102;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.891312599182129;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.387913942337036;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.619553804397583;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.069570302963257;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.0964510440826416;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.8859503269195557;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.2048437595367432;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.4652631282806396;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;1.8723399639129639;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.0658180713653564;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;0.9764409065246582;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.1474106311798096;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.797135591506958;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.6743390560150146;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.1989457607269287;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.0617473125457764;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.0661230087280273;0-6;Double bit-flip;1
j2;smith_waterman.c;177;1.844855546951294;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.5505578517913818;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.736800193786621;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;0.7908661365509033;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.1049318313598633;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;1.8336617946624756;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.3008170127868652;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;4.049959182739258;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;2.6928658485412598;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.533684730529785;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;1.4004080295562744;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;3.560173988342285;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.5821001529693604;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.0085115432739258;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;1.4976561069488525;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;2.144730567932129;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;3.294498920440674;0-6;Double bit-flip;1
gap_score2;smith_waterman.c;12;2.321598768234253;0-6;Double bit-flip;1
i2;smith_waterman.c;168;3.279317617416382;0-6;Double bit-flip;1
j2;smith_waterman.c;177;3.3010964393615723;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.6528782844543457;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.008481502532959;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;5.4054601192474365;0-6;Double bit-flip;1
match_score2;smith_waterman.c;8;4.824537754058838;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;2.8533236980438232;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;2.6335091590881348;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.661977767944336;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;1.385246992111206;0-6;Double bit-flip;1
i;smith_waterman.c;168;4.074751853942871;0-6;Double bit-flip;1
match_score;smith_waterman.c;7;3.4944417476654053;0-6;Double bit-flip;1
mismatch_score;smith_waterman.c;9;3.5788114070892334;0-6;Double bit-flip;1
gap_score;smith_waterman.c;11;1.7899892330169678;0-6;Double bit-flip;1
mismatch_score2;smith_waterman.c;10;0.7881159782409668;0-6;Double bit-flip;1
str_y;smith_waterman.c;156;0.8188612461090088;0-6;Double bit-flip;0
str_x;smith_waterman.c;156;3.3437340259552;0-6;Double bit-flip;0
y_num;smith_waterman.c;156;2.645561695098877;0-6;Double bit-flip;0
x_num;smith_waterman.c;156;2.6025631427764893;0-6;Double bit-flip;0
str_y;smith_waterman.c;156;1.3017754554748535;0-6;Double bit-flip;0
j;smith_waterman.c;177;2.2481627464294434;0-6;Double bit-flip;0
j;smith_waterman.c;177;1.454622507095337;0-6;Double bit-flip;0
y_num;smith_waterman.c;156;2.3337080478668213;0-6;Double bit-flip;0
str_y;smith_waterman.c;156;1.8498992919921875;0-6;Double bit-flip;0
x_num;smith_waterman.c;156;3.2523717880249023;0-6;Double bit-flip;0
y_num;smith_waterman.c;156;1.2573225498199463;0-6;Double bit-flip;0
x_num;smith_waterman.c;156;3.403860330581665;0-6;Double bit-flip;0
match_score2;smith_waterman.c;8;1.2409923076629639;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.386441707611084;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;4.7191386222839355;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;1.3601984977722168;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;0.8828771114349365;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;3.3247861862182617;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;3.576026678085327;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.8377442359924316;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;3.018245220184326;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;0.9226381778717041;0-6;Single bit-flip;1
gap_score;smith_waterman.c;11;0.7576994895935059;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;0.6704168319702148;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.3721961975097656;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.6859872341156006;0-6;Single bit-flip;1
match_score2;smith_waterman.c;8;2.5956621170043945;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;1.1186437606811523;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.5003247261047363;0-6;Single bit-flip;1
mismatch_score2;smith_waterman.c;10;1.8227496147155762;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;3.246628761291504;0-6;Single bit-flip;1
gap_score2;smith_waterman.c;12;4.177405118942261;0-6;Single bit-flip;1
match_score;smith_waterman.c;7;1.4478254318237305;0-6;Single bit-flip;1
mismatch_score;smith_waterman.c;9;1.1301770210266113;0-6;Single bit-flip;1
